"word","spelling","IPA_correct","Notes_1","Notes_2","Notes_3","Notes_4"
"Diogo",,"['d̪i.o.gʊ']",,"syllable division",,
"insustentável","['ĩ.suʃ.tẽ.ˈta.vɛɫ']",,,,,"No error"
"presidencial",,"['pɾɨ.zi.dẽ.ˈsi.aɫ']","false diphthong",,,"Error"
"descortês","['dɨʃ.kuɾ.ˈteʃ']",,,,,"No error"
"perpétuo","['pɨɾ.ˈpɛ.twu']",,,,,"No error"
"detenção","['dɨ.tẽ.ˈsɐ̃w̃']",,,,,"No error"
"periodicidade","['pɨ.ɾju.di.si.ˈda.dɨ']",,,,,"No error"
"ofegar","['ɔ.fɨ.ˈɡaɾ']",,,,,"No error"
"encapelado","['ẽ.kɐ.pɨ.ˈla.du']",,,,,"No error"
"prurido","['pɾu.ˈɾi.du']",,,,,"No error"
"sorna","['ˈsɔɾ.nɐ']",,,,,"No error"
"podengo","['pu.ˈdẽ.ɡu']",,,,,"No error"
"diapasão","['djɐ.pɐ.ˈzɐ̃w̃']",,,,,"No error"
"elétrodo","['i.ˈlɛ.tɾu.du']",,,,,"No error"
"calço","['ˈkaɫ.su']",,,,,"No error"
"croché","['kɾɔ.ˈʃɛ']",,,,,"No error"
"judo","['ˈʒu.du']",,,,,"No error"
"oleoso","['ɔ.ˈljo.zu']",,,,,"No error"
"pomada","['pu.ˈma.dɐ']",,,,,"No error"
"ceroulas","['sɨ.ˈɾow.lɐʃ']",,,,,"No error"
"impunidade","['ĩ.pu.ni.ˈda.dɨ']",,,,,"No error"
"espasmódico","['iʃ.pɐʒ.ˈmɔ.di.ku<text']",,,,,"No error"
"esfíncter","['iʃ.ˈfĩk.tɛɾ']",,,,,"No error"
"ómega","['ˈɔ.mɨ.ɡɐ']",,,,,"No error"
"sobejamente","['su.bɐj.ʒɐ.ˈmẽ.tɨ']",,,,,"No error"
"cambalear",,"['kɐ̃.bɐ.ˈli.aɾ']","false diphthong",,,"Error"
"oscilante","['ɔʃ.si.ˈlɐ̃.tɨ']",,,,,"No error"
"inconsolável","['ĩ.kõ.su.ˈla.vɛɫ']",,,,,"No error"
"espirituoso","['i.pi.ɾi.ˈtwo.zu<text']",,,,,"No error"
"circunstante","['siɾ.kũʃ.ˈtɐ̃.tɨ']",,,,,"No error"
"almanaque","['aɫ.mɐ.ˈna.kɨ']",,,,,"No error"
"sangria","['sɐ̃.ˈɡɾi.ɐ']",,,,,"No error"
"tisana","['ti.ˈzɐ.nɐ']",,,,,"No error"
"intermédio","['ĩ.tɨɾ.ˈmɛ.dju']",,,,,"No error"
"prodigioso","['pɾu.di.ˈʒjo.zu<text']",,,,,"No error"
"bemol","['bɨ.ˈmɔɫ']",,,,,"No error"
"sustenido","['suʃ.tɨ.ˈni.du']",,,,,"No error"
"arqueado",,"['ɐɾ.ˈki.a.du<text']","false diphthong",,,"Error"
"capicua","['kɐ.pi.ˈku.ɐ']",,,,,"No error"
"imperioso","['ĩ.pɨ.ˈɾjo.zu<text']",,,,,"No error"
"candura","['kɐ̃.ˈdu.ɾɐ']",,,,,"No error"
"viés","['ˈvjɛʃ']",,,,,"No error"
"centáurea","['sẽ.ˈtaw.ɾjɐ']",,,,,"No error"
"intransitável","['ĩ.tɾɐ̃.zi.ˈta.vɛɫ']",,,,,"No error"
"ginásio","['ʒi.ˈna.zju']",,,,,"No error"
"encriptação","['ẽ.kɾip.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"imigrar","['i.mi.ˈɡɾaɾ']",,,,,"No error"
"machiquense",,"[mɐ.ʃi.ˈkẽ.sɨ]","empty",,,"Error"
"porto-monizense",,"[poɾ.tu.mu.ni.ˈzẽ.sɨ]","empty",,,"Error"
"invés","['ĩ.ˈvɛʃ']",,,,,"No error"
"aspirante","['ɐʃ.pi.ˈɾɐ̃.tɨ']",,,,,"No error"
"estrabismo","['iʃ.tɾɐ.ˈbiʒ.mu']",,,,,"No error"
"dobrada","['du.ˈbɾa.dɐ']",,,,,"No error"
"feiticeira","['fɐj.ti.ˈsɐj.ɾɐ']",,,,,"No error"
"obséquio","['ɔb.ˈzɛ.kju']",,,,,"No error"
"carcereiro","['kɐɾ.sɨ.ˈɾɐj.ɾu']",,,,,"No error"
"premeditação","['pɾɨ.mɨ.di.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"meiguice","['mɐj.ˈɡi.sɨ']",,,,,"No error"
"atributivo","['ɐ.tɾi.bu.ˈti.vu']",,,,,"No error"
"exasperante","['i.zɐʃ.pɨ.ˈɾɐ̃.tɨ']",,,,,"No error"
"desvario","['dɨʒ.vɐ.ˈɾi.u']",,,,,"No error"
"chofre","['ˈʃo.fɾɨ']",,,,,"No error"
"cálido","['ˈka.li.du<text']",,,,,"No error"
"amolação","['ɐ.mu.lɐ.ˈsɐ̃w̃']",,,,,"No error"
"ferroada","['fɨ.ˈRwa.dɐ']",,,,,"No error"
"divagação","['di.vɐ.ɡɐ.ˈsɐ̃w̃']",,,,,"No error"
"cordialidade","['kuɾ.djɐ.li.ˈda.dɨ']",,,,,"No error"
"contrafação","['kõ.tɾɐ.fa.ˈsɐ̃w̃']",,,,,"No error"
"cantilena","['kɐ̃.ti.ˈle.nɐ']",,,,,"No error"
"cerzir","['sɨɾ.ˈziɾ']",,,,,"No error"
"remendar","['Rɨ.mẽ.ˈdaɾ<text']",,,,,"No error"
"apinhado","['ɐ.pi.ˈɲa.du<text']",,,,,"No error"
"afilado","['ɐ.fi.ˈla.du']",,,,,"No error"
"simulacro","['si.mu.ˈla.kɾu']",,,,,"No error"
"envergar","['ẽ.vɨɾ.ˈɡaɾ']",,,,,"No error"
"descompostura","['dɨʃ.kõ.puʃ.ˈtu.ɾɐ']",,,,,"No error"
"mirra","['ˈmi.Rɐ']",,,,,"No error"
"espigado","['iʃ.pi.ˈɡa.du']",,,,,"No error"
"safanão","['sɐ.fɐ.ˈnɐ̃w̃']",,,,,"No error"
"cápsula","['ˈka.psu.lɐ']",,,,,"No error"
"embrenhar","['ẽ.bɾɨ.ˈɲaɾ']",,,,,"No error"
"efeméride","['i.fɨ.ˈmɛ.ɾi.dɨ']",,,,,"No error"
"lassidão","['lɐ.si.ˈdɐ̃w̃']",,,,,"No error"
"canelado","['kɐ.nɨ.ˈla.du<text']",,,,,"No error"
"estria","['iʃ.ˈtɾi.ɐ']",,,,,"No error"
"frontão","['fɾõ.ˈtɐ̃w̃']",,,,,"No error"
"arrulho","['ɐ.ˈRu.ʎu']",,,,,"No error"
"espoliar",,"['iʃ.pu.ˈli.aɾ']","false diphthong",,,"Error"
"malar","['mɐ.ˈlaɾ']",,,,,"No error"
"exortação","['i.zuɾ.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"postulado","['puʃ.tu.ˈla.du']",,,,,"No error"
"madrugar","['mɐ.dɾu.ˈɡaɾ']",,,,,"No error"
"cruzado","['kɾu.ˈza.du']",,,,,"No error"
"desapontamento","['dɨ.zɐ.põ.tɐ.ˈmẽ.tu']",,,,,"No error"
"engodo","['ẽ.ˈɡo.du']",,,,,"No error"
"lívido","['ˈli.vi.du<text']",,,,,"No error"
"ofegante","['ɔ.fɨ.ˈɡɐ̃.tɨ']",,,,,"No error"
"cocktail","['ˈkok.tɐjl']",,,,,"No error"
"profusão","['pɾu.fu.ˈzɐ̃w̃']",,,,,"No error"
"meridiano","['mɨ.ɾi.ˈdjɐ.nu']",,,,,"No error"
"ideograma","['i.djɔ.ˈɡɾɐ.mɐ']",,,,,"No error"
"lorde","['ˈlɔɾ.dɨ']",,,,,"No error"
"bege","['ˈbɛ.ʒɨ']",,,,,"No error"
"bidé","['bi.ˈdɛ<text']",,,,,"No error"
"depreciar",,"['dɨ.pɾɨ.ˈsi.aɾ']","false diphthong",,,"Error"
"regatear",,"['Rɨ.ɡɐ.ˈti.aɾ<text']","false diphthong",,,"Error"
"inchado","['ĩ.ˈʃa.du']",,,,,"No error"
"basebol","['bɐj.zɨ.ˈbɔɫ']",,,,,"No error"
"freixo","['ˈfɾɐj.ʃu']",,,,,"No error"
"lisonjeiro","['li.zõ.ˈʒɐj.ɾu<text']",,,,,"No error"
"uníssono","['u.ˈni.su.nu']",,,,,"No error"
"unânime","['u.ˈnɐ.ni.mɨ']",,,,,"No error"
"certame","['sɨɾ.ˈtɐ.mɨ']",,,,,"No error"
"barrista","['bɐ.ˈRiʃ.tɐ<text']",,,,,"No error"
"tresloucado","['tɾɨʒ.low.ˈka.du<text']",,,,,"No error"
"galeria","['ɡɐ.lɨ.ˈɾi.ɐ']",,,,,"No error"
"galeota","['ɡɐ.ˈljɔ.tɐ']",,,,,"No error"
"termas","['ˈteɾ.mɐʃ']",,,,,"No error"
"chaveta","['ʃɐ.ˈve.tɐ']",,,,,"No error"
"papelote","['pɐ.pɨ.ˈlɔ.tɨ']",,,,,"No error"
"chuvisco","['ʃu.ˈviʃ.ku']",,,,,"No error"
"estola","['iʃ.ˈtɔ.lɐ']",,,,,"No error"
"paramento","['pɐ.ɾɐ.ˈmẽ.tu']",,,,,"No error"
"parêntese","['pɐ.ˈɾẽ.tɨ.zɨ']",,,,,"No error"
"bricabraque","['bɾi.ka.ˈbɾa.kɨ']",,,,,"No error"
"bufete","['bu.ˈfe.tɨ']",,,,,"No error"
"camuflar","['kɐ.mu.ˈflaɾ']",,,,,"No error"
"cancã","['kɐ̃.ˈkɐ̃']",,,,,"No error"
"chassi","['ʃa.ˈsi']",,,,,"No error"
"rebuscar","['Rɨ.buʃ.ˈkaɾ']",,,,,"No error"
"equipagem","['i.ki.ˈpa.ʒɐ̃j̃']",,,,,"No error"
"insatisfação","['ĩ.sɐ.tiʃ.fɐ.ˈsɐ̃w̃']",,,,,"No error"
"involuntário","['ĩ.vu.lũ.ˈta.ɾju']",,,,,"No error"
"leitoso","['lɐj.ˈto.zu']",,,,,"No error"
"maldição","['maɫ.di.ˈsɐ̃w̃']",,,,,"No error"
"monge","['ˈmõ.ʒɨ']",,,,,"No error"
"montanhoso","['mõ.tɐ.ˈɲo.zu']",,,,,"No error"
"multiplicativo","['muɫ.ti.pli.kɐ.ˈti.vu']",,,,,"No error"
"munição","['mu.ni.ˈsɐ̃w̃']",,,,,"No error"
"dogmatismo","['dɔɡ.mɐ.ˈtiʒ.mu']",,,,,"No error"
"oceanografia","['ɔ.sjɐ.nu.ɡɾɐ.ˈfi.ɐ']",,,,,"No error"
"quilo","['ˈki.lu']",,,,,"No error"
"oponente","['ɔ.pu.ˈnẽ.tɨ']",,,,,"No error"
"eriçar","['e.ɾi.ˈsaɾ']",,,,,"No error"
"remontar","['Rɨ.mõ.ˈtaɾ']",,,,,"No error"
"ganir","['ɡɐ.ˈniɾ']",,,,,"No error"
"saciedade","['sɐ.sjɐ.ˈda.dɨ']",,,,,"No error"
"predicado","['pɾɨ.di.ˈka.du']",,,,,"No error"
"recruta","['Rɨ.ˈkɾu.tɐ']",,,,,"No error"
"relutante","['Rɨ.lu.ˈtɐ̃.tɨ']",,,,,"No error"
"regato","['Rɨ.ˈɡa.tu']",,,,,"No error"
"rivalidade","['Ri.vɐ.li.ˈda.dɨ<text']",,,,,"No error"
"respetivamente","['Rɨʃ.pɛ.ti.vɐ.ˈmẽ.tɨ']",,,,,"No error"
"letivo","['lɛ.ˈti.vu']",,,,,"No error"
"silenciador","['si.lẽ.sjɐ.ˈdoɾ']",,,,,"No error"
"liamba","['ˈljɐ̃.bɐ']",,,,,"No error"
"temperado","['tẽ.pɨ.ˈɾa.du']",,,,,"No error"
"truque","['ˈtɾu.kɨ']",,,,,"No error"
"paio","['ˈpaj.u']",,,,,"No error"
"soalheiro","['swɐ.ˈʎɐj.ɾu']",,,,,"No error"
"catrapus","['kɐ.tɾɐ.ˈpuʃ']",,,,,"No error"
"safo","['ˈsa.fu']",,,,,"No error"
"mercantil","['mɨɾ.kɐ̃.ˈtiɫ']",,,,,"No error"
"trégua","['ˈtɾɛ.ɡwɐ']",,,,,"No error"
"antiquíssimo","['ɐ̃.ti.ˈkwi.si.mu']",,,,,"No error"
"infanticídio","['ĩ.fɐ̃.ti.ˈsi.dju']",,,,,"No error"
"caca","['ˈka.kɐ']",,,,,"No error"
"desvirginar","['dɨʒ.viɾ.ʒi.ˈnaɾ']",,,,,"No error"
"grainha","['ɡɾɐ.ˈi.ɲɐ']",,,,,"No error"
"dormente","['duɾ.ˈmẽ.tɨ']",,,,,"No error"
"cavado","['kɐ.ˈva.du']",,,,,"No error"
"arquitetónica","['ɐɾ.ki.tɛ.ˈtɔ.ni.kɐ']",,,,,"No error"
"recomeço","['Rɨ.ku.ˈme.su']",,,,,"No error"
"coceira","['ku.ˈsɐj.ɾɐ']",,,,,"No error"
"vaia","['ˈvaj.ɐ']",,,,,"No error"
"operativo","['ɔ.pɨ.ɾɐ.ˈti.vu']",,,,,"No error"
"bestialidade","['bɨʃ.tjɐ.li.ˈda.dɨ']",,,,,"No error"
"adjetival","['ɐ.dʒɛ.ti.ˈvaɫ']",,,,,"No error"
"copista","['ku.ˈpiʃ.tɐ']",,,,,"No error"
"calhamaço","['kɐ.ʎɐ.ˈma.su']",,,,,"No error"
"charanga","['ʃɐ.ˈɾɐ̃.ɡɐ']",,,,,"No error"
"palheiro","['pɐ.ˈʎɐj.ɾu']",,,,,"No error"
"palhota","['pɐ.ˈʎɔ.tɐ']",,,,,"No error"
"sarar","['sɐ.ˈɾaɾ']",,,,,"No error"
"roseira","['Ru.ˈzɐj.ɾɐ']",,,,,"No error"
"despropositar","['dɨʃ.pɾu.pu.zi.ˈtaɾ']",,,,,"No error"
"despropósito","['dɨʃ.pɾu.ˈpɔ.zi.tu']",,,,,"No error"
"cavador","['kɐ.vɐ.ˈdoɾ']",,,,,"No error"
"lambuzar","['lɐ̃.bu.ˈzaɾ']",,,,,"No error"
"pornografia","['puɾ.nu.ɡɾɐ.ˈfi.ɐ']",,,,,"No error"
"soletrar","['su.lɨ.ˈtɾaɾ']",,,,,"No error"
"impenetrável","['ĩ.pɨ.nɨ.ˈtɾa.vɛɫ']",,,,,"No error"
"papiro","['pɐ.ˈpi.ɾu']",,,,,"No error"
"bambear",,"['bɐ̃.ˈbi.aɾ']","false diphthong",,,"Error"
"pasmar","['pɐʒ.ˈmaɾ']",,,,,"No error"
"inspecionar","['ĩʃ.pɛ.sju.ˈnaɾ']",,,,,"No error"
"venta","['ˈvẽ.tɐ']",,,,,"No error"
"coletor","['ku.lɛ.ˈtoɾ']",,,,,"No error"
"desativar","['dɨ.za.ti.ˈvaɾ']",,,,,"No error"
"ciranda","['si.ˈɾɐ̃.dɐ']",,,,,"No error"
"flash","['ˈflaʃ']",,,,,"No error"
"bluff","['ˈblɐf']",,,,,"No error"
"jardinar","['ʒɐɾ.di.ˈnaɾ']",,,,,"No error"
"carabina","['kɐ.ɾɐ.ˈbi.nɐ']",,,,,"No error"
"patim","['pɐ.ˈtĩ']",,,,,"No error"
"tiroide","['ti.ˈɾɔj.dɨ']",,,,,"No error"
"arrumado","['ɐ.Ru.ˈma.du']",,,,,"No error"
"slide","['ˈslaj.dɨ']",,,,,"No error"
"conjeturar","['kõ.ʒɛ.tu.ˈɾaɾ']",,,,,"No error"
"bisel","['bi.ˈzɛɫ']",,,,,"No error"
"cruzeta","['kɾu.ˈze.tɐ']",,,,,"No error"
"jurássico","['ʒu.ˈɾa.si.ku']",,,,,"No error"
"adversativo","['ɐd.vɨɾ.sɐ.ˈti.vu']",,,,,"No error"
"surgimento","['suɾ.ʒi.ˈmẽ.tu']",,,,,"No error"
"prévio","['ˈpɾɛ.vju']",,,,,"No error"
"incoerência","['ĩ.kwɛ.ˈɾẽ.sjɐ']",,,,,"No error"
"relento","['Rɨ.ˈlẽ.tu']",,,,,"No error"
"instabilidade","['ĩʃ.tɐ.bi.li.ˈda.dɨ']",,,,,"No error"
"movediço","['mu.vɨ.ˈdi.su']",,,,,"No error"
"arredondamento","['ɐ.Rɨ.dõ.dɐ.ˈmẽ.tu']",,,,,"No error"
"arrombamento","['ɐ.Rõ.bɐ.ˈmẽ.tu']",,,,,"No error"
"kilowatt","['ki.lɔ.ˈwɔt']",,,,,"No error"
"gravitação","['ɡɾɐ.vi.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"biqueira","['bi.ˈkɐj.ɾɐ']",,,,,"No error"
"reconstituir","['Rɨ.kõʃ.ti.ˈtwiɾ']",,,,,"No error"
"modernidade","['mu.dɨɾ.ni.ˈda.dɨ']",,,,,"No error"
"exorcizar","['i.zuɾ.si.ˈzaɾ<text']",,,,,"No error"
"alçapão","['aɫ.sɐ.ˈpɐ̃w̃']",,,,,"No error"
"lobby","['ˈlɔ.bi']",,,,,"No error"
"inocular","['i.nɔ.ku.ˈlaɾ']",,,,,"No error"
"banditismo","['bɐ̃.di.ˈtiʒ.mu']",,,,,"No error"
"comprovação","['kõ.pɾu.vɐ.ˈsɐ̃w̃']",,,,,"No error"
"sinfonia","['sĩ.fu.ˈni.ɐ']",,,,,"No error"
"malhar","['mɐ.ˈʎaɾ']",,,,,"No error"
"sudário","['su.ˈda.ɾju']",,,,,"No error"
"fragmentar","['fɾaɡ.mẽ.ˈtaɾ']",,,,,"No error"
"depilação","['dɨ.pi.lɐ.ˈsɐ̃w̃']",,,,,"No error"
"fiduciário",,"['fi.du.ˈsi.a.ɾju']","false diphthong",,,"Error"
"pratear",,"['pɾɐ.ˈti.aɾ']","false diphthong",,,"Error"
"discrepante","['diʃ.kɾɨ.ˈpɐ̃.tɨ']",,,,,"No error"
"trinchar","['tɾĩ.ˈʃaɾ']",,,,,"No error"
"paelha","['pɐ.ˈɐj.ʎɐ']",,,,,"No error"
"detetar","['dɨ.tɛ.ˈtaɾ']",,,,,"No error"
"palpo","['ˈpaɫ.pu']",,,,,"No error"
"celibato","['sɨ.li.ˈba.tu']",,,,,"No error"
"corroborante","['ku.Ru.bu.ˈɾɐ̃.tɨ']",,,,,"No error"
"estrangulamento","['iʃ.tɾɐ̃.ɡu.lɐ.ˈmẽ.tu']",,,,,"No error"
"bandalheira","['bɐ̃.dɐ.ˈʎɐj.ɾɐ']",,,,,"No error"
"sexologia","['sɛ.ksu.lu.ˈʒi.ɐ']",,,,,"No error"
"picotar","['pi.ku.ˈtaɾ']",,,,,"No error"
"abarcamento","['ɐ.bɐɾ.kɐ.ˈmẽ.tu']",,,,,"No error"
"dicionarizar","['di.sju.nɐ.ɾi.ˈzaɾ']",,,,,"No error"
"joguete","['ʒu.ˈɡe.tɨ']",,,,,"No error"
"judas","['ˈʒu.dɐʃ']",,,,,"No error"
"desovar","['dɨ.zɔ.ˈvaɾ']",,,,,"No error"
"vigilante","['vi.ʒi.ˈlɐ̃.tɨ']",,,,,"No error"
"injurioso","['ĩ.ʒu.ˈɾjo.zu']",,,,,"No error"
"atuação","['ɐ.twɐ.ˈsɐ̃w̃']",,,,,"No error"
"consagração","['kõ.sɐ.ɡɾɐ.ˈsɐ̃w̃']",,,,,"No error"
"paranormal","['pɐ.ɾɐ.nɔɾ.ˈmaɫ']",,,,,"No error"
"desqualificação","['dɨʃ.kwɐ.li.fi.kɐ.ˈsɐ̃w̃']",,,,,"No error"
"outorga","['ow.ˈtɔɾ.ɡɐ']",,,,,"No error"
"frete","['ˈfɾɛ.tɨ']",,,,,"No error"
"meado",,"['ˈmi.a.du']","false diphthong",,,"Error"
"buço","['ˈbu.su']",,,,,"No error"
"estábulo","['iʃ.ˈta.bu.lu']",,,,,"No error"
"canastra","['kɐ.ˈnaʃ.tɾɐ']",,,,,"No error"
"inconciliável",,"['ĩ.kõ.si.ˈli.a.vɛɫ']","false diphthong",,,"Error"
"interferência","['ĩ.tɨɾ.fɨ.ˈɾẽ.sjɐ']",,,,,"No error"
"sadomasoquismo","['sa.dɔ.mɐ.zu.ˈkiʒ.mu']",,,,,"No error"
"anemia","['ɐ.nɨ.ˈmi.ɐ']",,,,,"No error"
"pastelão","['pɐʃ.tɨ.ˈlɐ̃w̃']",,,,,"No error"
"desistência","['dɨ.ziʃ.ˈtẽ.sjɐ']",,,,,"No error"
"gretar","['ɡɾɨ.ˈtaɾ']",,,,,"No error"
"desvalorizar","['dɨʒ.vɐ.lu.ɾi.ˈzaɾ']",,,,,"No error"
"empenhar","['ẽ.pɨ.ˈɲaɾ']",,,,,"No error"
"costaneira","['kuʃ.tɐ.ˈnɐj.ɾɐ']",,,,,"No error"
"quermesse","['kɨɾ.ˈmɛ.sɨ']",,,,,"No error"
"jorro","['ˈʒo.Ru']",,,,,"No error"
"recaída","['Rɨ.kɐ.ˈi.dɐ']",,,,,"No error"
"deslumbrante","['dɨʒ.lũ.ˈbɾɐ̃.tɨ']",,,,,"No error"
"colagem","['ku.ˈla.ʒɐ̃j̃']",,,,,"No error"
"metalinguagem","['mɛ.tɐ.lĩ.ˈɡwa.ʒɐ̃j̃']",,,,,"No error"
"falecimento","['fɐ.lɨ.si.ˈmẽ.tu']",,,,,"No error"
"inexorabilidade",,"['i.nə.zu.rɐ.bi.li.ˈda.də']",,"syllable division",,
"militância","['mɨ.li.ˈtɐ̃.sjɐ']",,,,,"No error"
"puxador","['pu.ʃɐ.ˈdoɾ']",,,,,"No error"
"caricaturista","['kɐ.ɾi.kɐ.tu.ˈɾiʃ.tɐ']",,,,,"No error"
"numismata","['nu.miʒ.ˈma.tɐ']",,,,,"No error"
"eventual","['i.vẽ.ˈtwaɫ<text']",,,,,"No error"
"evitável","['i.vi.ˈta.vɛɫ<text']",,,,,"No error"
"interpessoal","['ĩ.tɛɾ.pɨ.ˈswaɫ']",,,,,"No error"
"irrisório","['i.Ri.ˈzɔ.ɾju']",,,,,"No error"
"licitar","['li.si.ˈtaɾ']",,,,,"No error"
"demografia","['dɨ.mu.ɡɾɐ.ˈfi.ɐ']",,,,,"No error"
"revigorante","['Rɨ.vi.ɡu.ˈɾɐ̃.tɨ']",,,,,"No error"
"peneirar","['pɨ.nɐj.ˈɾaɾ']",,,,,"No error"
"cirandar","['si.ɾɐ̃.ˈdaɾ']",,,,,"No error"
"mirrar","['mi.ˈRaɾ']",,,,,"No error"
"ranço","['ˈRɐ̃.su']",,,,,"No error"
"fragrância","['fɾɐ.ˈɡɾɐ̃.sjɐ']",,,,,"No error"
"vingativo","['vĩ.ɡɐ.ˈti.vu']",,,,,"No error"
"requentar","['Rɨ.kẽ.ˈtaɾ']",,,,,"No error"
"enriquecer","['ẽ.Ri.kɨ.ˈseɾ']",,,,,"No error"
"psicanalista","['psi.kɐ.nɐ.ˈliʃ.tɐ']",,,,,"No error"
"tarântula","['tɐ.ˈɾɐ̃.tu.lɐ']",,,,,"No error"
"solista","['su.ˈliʃ.tɐ']",,,,,"No error"
"unúmbio","['u.ˈnũ.bju']",,,,,"No error"
"ununquádio","['u.nũ.ˈkwa.dju']",,,,,"No error"
"viveiro","['vi.ˈvɐj.ɾu']",,,,,"No error"
"parreira","['pɐ.ˈRɐj.ɾɐ']",,,,,"No error"
"inquebrável","['ĩ.kɨ.ˈbɾa.vɛɫ']",,,,,"No error"
"vareja","['vɐ.ˈɾɐj.ʒɐ']",,,,,"No error"
"afasia","['ɐ.fɐ.ˈzi.ɐ']",,,,,"No error"
"compressão","['kõ.pɾɨ.ˈsɐ̃w̃']",,,,,"No error"
"esquadrilha","['iʃ.kwɐ.ˈdɾi.ʎɐ']",,,,,"No error"
"borra","['ˈbɔ.Rɐ']",,,,,"No error"
"borrar","['bu.ˈRaɾ']",,,,,"No error"
"borrão","['bu.ˈRɐ̃w̃']",,,,,"No error"
"borralho","['bu.ˈRa.ʎu']",,,,,"No error"
"suíno","['ˈswi.nu']",,,,,"No error"
"viperino","['vi.pɨ.ˈɾi.nu']",,,,,"No error"
"rodízio","['Ru.ˈdi.zju']",,,,,"No error"
"víscera","['ˈviʃ.sɨ.ɾɐ']",,,,,"No error"
"retaliação","['Rɨ.tɐ.ljɐ.ˈsɐ̃w̃']",,,,,"No error"
"solitária","['su.li.ˈta.ɾjɐ']",,,,,"No error"
"documental","['du.ku.mẽ.ˈtaɫ']",,,,,"No error"
"desaparecimento","['dɨ.zɐ.pɐ.ɾɨ.si.ˈmẽ.tu']",,,,,"No error"
"sumiço","['su.ˈmi.su']",,,,,"No error"
"apelação","['ɐ.pɨ.lɐ.ˈsɐ̃w̃']",,,,,"No error"
"apelativo","['ɐ.pɨ.lɐ.ˈti.vu']",,,,,"No error"
"chapada","['ʃɐ.ˈpa.dɐ']",,,,,"No error"
"espumante","['iʃ.pu.ˈmɐ̃.tɨ']",,,,,"No error"
"recorrência","['Rɨ.ku.ˈRẽ.sjɐ']",,,,,"No error"
"reanimação","['Rjɐ.ni.mɐ.ˈsɐ̃w̃']",,,,,"No error"
"reanimar","['Rjɐ.ni.ˈmaɾ']",,,,,"No error"
"interditar","['ĩ.tɨɾ.di.ˈtaɾ']",,,,,"No error"
"interdependência","['ĩ.tɛɾ.dɨ.pẽ.ˈdẽ.sjɐ']",,,,,"No error"
"disparatar","['diʃ.pɐ.ɾɐ.ˈtaɾ']",,,,,"No error"
"embevecimento","['ẽ.bɨ.vɨ.si.ˈmẽ.tu']",,,,,"No error"
"embezerrar","['ẽ.bɨ.zɨ.ˈRaɾ']",,,,,"No error"
"embicar","['ẽ.bi.ˈkaɾ']",,,,,"No error"
"grotesco","['ɡɾu.ˈteʃ.ku']",,,,,"No error"
"fumeiro","['fu.ˈmɐj.ɾu']",,,,,"No error"
"faúlha","['fɐ.ˈu.ʎɐ']",,,,,"No error"
"fulminar","['fuɫ.mi.ˈnaɾ']",,,,,"No error"
"beco","['ˈbe.ku']",,,,,"No error"
"corroboração","['ku.Ru.bu.ɾɐ.ˈsɐ̃w̃']",,,,,"No error"
"supressão","['su.pɾɨ.ˈsɐ̃w̃']",,,,,"No error"
"heterossexualidade","['ɛ.tɨ.ɾɔ.sɛ.kswɐ.li.ˈda.dɨ']",,,,,"No error"
"martirizar","['mɐɾ.ti.ɾi.ˈzaɾ']",,,,,"No error"
"disciplinado","['diʃ.si.pli.ˈna.du']",,,,,"No error"
"parafrasear",,"['pɐ.ɾɐ.fɾɐ.ˈzi.aɾ']","false diphthong",,,"Error"
"burocrata","['bu.ɾu.ˈkɾa.tɐ']",,,,,"No error"
"rifar","['Ri.ˈfaɾ']",,,,,"No error"
"parceria","['pɐɾ.sɨ.ˈɾi.ɐ']",,,,,"No error"
"pugnar","['pu.ˈɡnaɾ']",,,,,"No error"
"rifa","['ˈRi.fɐ']",,,,,"No error"
"sortear",,"['suɾ.ˈti.aɾ']","false diphthong",,,"Error"
"sorteio","['suɾ.ˈtɐj.u']",,,,,"No error"
"hoste","['ˈɔʃ.tɨ']",,,,,"No error"
"precipitação","['pɾɨ.si.pi.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"transplantar","['tɾɐ̃ʃ.plɐ̃.ˈtaɾ']",,,,,"No error"
"sementeira","['sɨ.mẽ.ˈtɐj.ɾɐ']",,,,,"No error"
"soneca","['su.ˈnɛ.kɐ']",,,,,"No error"
"amplitude","['ɐ̃.pli.ˈtu.dɨ']",,,,,"No error"
"amplidão","['ɐ̃.pli.ˈdɐ̃w̃']",,,,,"No error"
"coágulo",,"[ˈkwa.ɡu.lu]","empty",,,"Error"
"coalho",,"[ˈkwa.ʎu]","empty",,,"Error"
"concreção","['kõ.kɾɨ.ˈsɐ̃w̃']",,,,,"No error"
"concretização","['kõ.kɾɨ.ti.zɐ.ˈsɐ̃w̃']",,,,,"No error"
"concretizar","['kõ.kɾɨ.ti.ˈzaɾ']",,,,,"No error"
"caleira","['ka.ˈlɐj.ɾɐ']",,,,,"No error"
"borbotão","['buɾ.bu.ˈtɐ̃w̃']",,,,,"No error"
"eufórico","['ew.ˈfɔ.ɾi.ku']",,,,,"No error"
"sexista","['sɛ.ˈksiʃ.tɐ']",,,,,"No error"
